Date,Open,High,Low,Close,Adj Close,Volume
2017-10-10,267.100006,267.899994,265.149994,266.200012,221.257919,5472538
2017-10-11,266.500000,267.750000,264.450012,265.399994,220.592987,7664687
2017-10-12,265.549988,269.200012,264.000000,267.000000,221.922852,9165813
2017-10-13,266.250000,267.600006,264.200012,265.950012,221.050125,12040762
2017-10-16,266.000000,269.950012,265.500000,267.500000,222.338455,9152244
2017-10-17,268.000000,268.700012,265.950012,267.250000,222.130630,10628854
2017-10-18,268.000000,270.750000,267.100006,270.350006,224.707260,7229879
2017-10-19,271.000000,271.299988,269.000000,269.649994,224.125412,1235750
2017-10-23,270.000000,272.750000,265.799988,267.049988,221.964401,9768072
2017-10-24,268.450012,268.450012,266.100006,267.000000,221.922852,8400196
2017-10-25,268.399994,271.500000,268.200012,269.250000,223.792999,5940597
2017-10-26,270.799988,270.799988,267.149994,268.399994,223.086487,9260157
2017-10-27,270.600006,276.000000,267.450012,269.350006,223.876083,22968176
2017-10-30,269.000000,270.600006,263.450012,265.149994,220.385162,17589111
2017-10-31,266.049988,266.950012,263.899994,265.700012,220.842346,8139444
2017-11-01,267.000000,271.200012,266.299988,269.850006,224.291718,7237682
2017-11-02,269.700012,269.950012,265.299988,265.649994,220.800781,9683859
2017-11-03,267.000000,267.899994,264.899994,265.399994,220.592987,5980143
2017-11-06,266.250000,267.899994,264.299988,264.899994,220.177368,9020725
2017-11-07,265.700012,267.700012,263.649994,265.299988,220.509872,9506715
2017-11-08,265.350006,266.500000,264.700012,265.399994,220.592987,5957114
2017-11-09,266.399994,266.500000,259.299988,260.049988,216.146210,20246351
2017-11-10,260.549988,265.200012,259.399994,261.700012,217.517654,16792035
2017-11-13,263.000000,263.299988,258.000000,258.299988,214.691650,7396182
2017-11-14,258.500000,260.850006,256.000000,256.549988,213.237091,8335504
2017-11-15,257.000000,257.350006,250.399994,253.300003,210.535797,17011726
2017-11-16,254.699997,255.600006,252.399994,255.100006,212.031937,9959845
2017-11-17,256.500000,259.000000,256.000000,258.000000,214.442307,9998498
2017-11-20,258.600006,260.700012,257.250000,259.200012,215.439728,7916268
2017-11-21,259.500000,259.500000,255.199997,255.800003,212.613724,16626216
2017-11-22,256.000000,258.649994,255.600006,258.149994,214.566986,8609960
2017-11-23,258.350006,260.700012,256.399994,258.149994,214.566986,7524346
2017-11-24,258.500000,261.450012,258.049988,260.750000,216.728012,7347756
2017-11-27,260.000000,260.500000,257.299988,259.250000,215.481277,4836535
2017-11-28,259.100006,259.200012,256.000000,257.000000,213.611130,17508901
2017-11-29,258.000000,258.700012,257.000000,258.049988,214.483841,8697821
2017-11-30,257.899994,258.200012,254.649994,256.049988,212.821518,22116235
2017-12-01,256.950012,259.600006,254.649994,255.199997,212.115005,6593537
2017-12-04,256.000000,256.299988,253.550003,255.100006,212.031937,6111791
2017-12-05,255.000000,255.350006,252.500000,253.850006,210.992950,8991412
2017-12-06,253.250000,253.250000,250.850006,251.600006,209.122803,8244499
2017-12-07,250.000000,254.100006,250.000000,253.350006,210.577377,5426456
2017-12-08,253.750000,263.200012,253.399994,262.200012,217.933243,13132943
2017-12-11,264.649994,267.500000,263.299988,266.250000,221.299469,17181015
2017-12-12,264.500000,265.200012,260.500000,261.549988,217.392975,9243049
2017-12-13,259.600006,262.399994,257.600006,259.000000,215.273468,8653465
2017-12-14,260.899994,266.149994,257.549988,264.250000,219.637131,8043427
2017-12-15,266.000000,267.049988,263.450012,264.600006,219.928055,12269517
2017-12-18,265.500000,265.500000,259.049988,263.200012,218.764420,9293059
2017-12-19,263.399994,265.399994,263.100006,264.250000,219.637131,5881181
2017-12-20,264.700012,264.700012,262.700012,263.299988,218.847519,7441512
2017-12-21,265.899994,265.899994,261.600006,263.049988,218.639740,6771408
2017-12-22,263.500000,264.200012,262.149994,263.100006,218.681290,6405364
2017-12-26,263.250000,265.000000,262.649994,264.149994,219.554001,9549857
2017-12-27,264.200012,264.299988,261.649994,262.149994,217.891678,6091016
2017-12-28,263.399994,264.049988,261.049988,261.850006,217.642334,15889965
2017-12-29,262.500000,264.000000,262.250000,263.250000,218.805984,6565616
2018-01-01,263.250000,266.299988,261.250000,262.299988,218.016327,10461011
2018-01-02,262.600006,264.200012,260.450012,260.750000,216.728012,5688384
2018-01-03,261.299988,262.649994,260.600006,261.149994,217.060471,11018996
2018-01-04,260.950012,262.750000,260.600006,261.549988,217.392975,9368913
2018-01-05,261.899994,263.500000,261.899994,262.899994,218.515060,9211954
2018-01-08,264.000000,266.799988,263.250000,265.600006,220.759232,14433239
2018-01-09,265.500000,272.000000,264.750000,270.549988,224.873520,25737663
2018-01-10,273.450012,274.000000,269.049988,269.399994,223.917648,16441299
2018-01-11,269.500000,271.000000,268.100006,269.799988,224.250137,11287437
2018-01-12,270.250000,271.350006,266.149994,267.549988,222.379974,8179762
2018-01-15,268.000000,271.100006,267.000000,267.600006,222.421555,10538330
2018-01-16,268.200012,268.700012,260.799988,261.700012,217.517654,12935712
2018-01-17,262.000000,267.000000,259.549988,266.049988,221.133240,16375659
2018-01-18,268.000000,275.250000,266.649994,273.399994,227.242310,26442702
2018-01-19,276.000000,277.500000,271.100006,274.549988,228.198181,25710521
2018-01-22,275.000000,275.500000,271.700012,273.649994,227.450165,8339156
2018-01-23,274.000000,277.250000,273.549988,276.600006,229.902084,18244388
2018-01-24,276.649994,282.000000,276.049988,281.450012,233.933319,17305234
2018-01-25,281.000000,283.200012,278.600006,281.250000,233.767029,13124518
2018-01-29,281.149994,283.299988,275.000000,275.649994,229.112488,9569723
2018-01-30,275.000000,276.450012,271.950012,275.200012,228.738464,13057276
2018-01-31,273.899994,276.000000,269.850006,271.399994,225.580002,18945945
2018-02-01,272.000000,290.299988,267.399994,275.299988,228.821579,59362154
2018-02-02,274.399994,285.649994,270.799988,275.350006,228.863159,35008302
2018-02-05,273.549988,281.700012,271.850006,279.250000,232.104706,19706340
2018-02-06,269.950012,277.299988,268.149994,273.500000,227.325455,15822723
2018-02-07,278.000000,278.750000,274.000000,275.149994,228.696899,12956103
2018-02-08,275.700012,276.899994,272.649994,274.100006,227.824158,9779911
2018-02-09,271.000000,272.500000,267.799988,271.350006,225.538452,14204123
2018-02-12,272.450012,273.850006,269.299988,269.850006,224.291718,6713679
2018-02-14,270.000000,271.000000,265.100006,266.500000,221.507263,11303222
2018-02-15,266.500000,269.899994,264.799988,268.100006,222.837143,11736246
2018-02-16,269.850006,270.750000,265.600006,266.450012,221.465714,6164187
2018-02-19,266.000000,267.799988,262.500000,264.100006,219.512451,6069585
2018-02-20,264.000000,265.799988,262.149994,263.250000,218.805984,9301017
2018-02-21,264.000000,268.950012,263.450012,268.200012,222.920258,10555155
2018-02-22,267.200012,269.000000,265.450012,267.100006,222.005981,19118686
2018-02-23,267.450012,270.000000,266.100006,269.049988,223.626740,6529253
2018-02-26,268.549988,269.500000,266.000000,266.549988,221.548798,8378818
2018-02-27,268.000000,268.200012,265.500000,266.399994,221.424133,7429924
2018-02-28,265.000000,266.299988,263.049988,265.049988,220.302048,13451146
2018-03-01,264.200012,266.100006,262.850006,264.000000,219.429337,7781553
2018-03-05,263.299988,263.299988,260.000000,260.250000,216.312439,6623613
2018-03-06,261.049988,262.399994,255.500000,256.500000,213.195541,8180373
2018-03-07,256.500000,260.500000,253.550003,259.899994,216.021515,15153219
2018-03-08,260.299988,261.899994,257.750000,258.850006,215.148804,6027032
2018-03-09,259.000000,260.899994,258.250000,259.250000,215.481277,6110339
2018-03-12,264.000000,270.850006,262.950012,270.100006,224.499496,19900387
2018-03-13,269.649994,272.000000,267.200012,269.450012,223.959229,8326884
2018-03-14,268.049988,269.049988,265.299988,268.049988,222.795563,7907101
2018-03-15,267.000000,269.899994,265.200012,265.549988,220.717636,5557668
2018-03-16,266.399994,266.399994,258.850006,260.500000,216.520248,20680532
2018-03-19,260.549988,262.200012,258.299988,259.149994,215.398148,12926158
2018-03-20,258.149994,259.950012,257.500000,259.200012,215.439728,7481088
2018-03-21,260.049988,261.649994,258.700012,259.049988,215.315018,12920867
2018-03-22,260.000000,261.450012,257.850006,258.299988,214.691650,8011131
2018-03-23,256.000000,258.799988,254.750000,256.000000,212.779968,11185677
2018-03-26,252.899994,260.000000,252.500000,258.100006,214.525421,12499724
2018-03-27,258.799988,260.500000,256.899994,258.899994,215.190369,8769415
2018-03-28,258.000000,258.950012,254.350006,255.500000,212.364365,12270479
2018-04-02,257.000000,258.950012,255.449997,258.250000,214.650101,7029064
2018-04-03,258.000000,260.000000,257.500000,258.500000,214.857910,5098212
2018-04-04,259.500000,259.799988,257.100006,258.600006,214.941025,8392947
2018-04-05,255.500000,260.000000,255.500000,259.649994,215.813736,9113610
2018-04-06,260.500000,262.000000,260.049988,260.850006,216.811157,6098959
2018-04-09,261.149994,266.600006,260.899994,265.799988,220.925430,9217475
2018-04-10,266.350006,268.700012,265.100006,266.700012,221.673492,14682547
2018-04-11,266.899994,267.549988,263.399994,265.149994,220.385162,5232228
2018-04-12,265.100006,265.149994,261.399994,261.950012,217.725464,6125006
2018-04-13,263.000000,263.500000,260.000000,260.750000,216.728012,4991314
2018-04-16,260.500000,264.899994,260.000000,264.450012,219.803391,5212182
2018-04-17,265.399994,268.399994,262.700012,267.600006,222.421555,13207767
2018-04-18,268.700012,278.899994,268.000000,275.350006,228.863159,23815794
2018-04-19,277.250000,280.000000,275.250000,277.350006,230.525482,12823460
2018-04-20,276.000000,279.250000,273.500000,276.200012,229.569656,10790554
2018-04-23,276.000000,277.200012,275.000000,275.500000,228.987808,11746220
2018-04-24,276.000000,278.850006,274.649994,276.000000,229.403412,8449353
2018-04-25,275.500000,276.299988,272.700012,274.100006,227.824158,4928817
2018-04-26,274.549988,279.100006,273.000000,278.250000,231.273544,20282977
2018-04-27,279.600006,280.950012,278.399994,279.399994,232.229401,9732842
2018-04-30,279.600006,283.850006,279.600006,281.450012,233.933319,5918966
2018-05-02,282.100006,288.700012,280.250000,287.250000,238.754089,16071685
2018-05-03,287.500000,289.700012,283.049988,285.000000,236.883942,9366444
2018-05-04,287.000000,287.000000,275.850006,277.149994,230.359238,10904195
2018-05-07,278.299988,283.399994,276.899994,282.250000,234.598221,6475767
2018-05-08,283.149994,285.950012,282.000000,282.700012,234.972260,6588906
2018-05-09,281.500000,284.000000,281.500000,282.299988,234.639786,4214376
2018-05-10,282.950012,283.950012,277.299988,280.149994,232.852768,5672203
2018-05-11,281.899994,284.000000,279.750000,283.649994,235.761871,3892106
2018-05-14,283.000000,287.299988,282.000000,284.799988,236.717682,6479302
2018-05-15,284.850006,286.000000,280.700012,281.850006,234.265793,7777542
2018-05-16,279.950012,288.799988,279.549988,285.850006,237.590424,18062869
2018-05-17,288.000000,288.700012,278.450012,278.950012,231.855347,10755084
2018-05-18,278.549988,285.549988,276.000000,282.299988,234.639786,15422138
2018-05-21,282.299988,284.000000,278.500000,282.350006,234.681320,8579200
2018-05-22,282.000000,283.100006,278.049988,278.750000,231.689117,4730984
2018-05-23,279.000000,279.399994,272.950012,273.450012,227.283890,7891899
2018-05-24,274.000000,276.799988,271.750000,274.850006,228.447540,6282351
2018-05-25,272.399994,275.000000,268.750000,272.299988,230.649872,9244273
2018-05-28,274.000000,277.500000,272.399994,275.299988,233.190994,6997081
2018-05-29,274.799988,277.750000,272.450012,274.049988,232.132187,8830998
2018-05-30,272.500000,273.700012,270.649994,271.899994,230.311035,8005601
2018-05-31,272.200012,272.700012,269.600006,271.649994,230.099304,13212672
2018-06-01,271.149994,271.700012,269.100006,269.950012,228.659332,6607768
2018-06-04,270.250000,271.950012,267.500000,268.899994,227.769913,7984112
2018-06-05,269.000000,269.850006,266.850006,267.500000,226.584076,5788321
2018-06-06,268.000000,271.149994,267.799988,270.399994,229.040466,7296797
2018-06-07,270.500000,272.299988,270.100006,271.049988,229.591034,6797792
2018-06-08,271.100006,271.500000,267.000000,267.899994,226.922867,6769606
2018-06-11,268.500000,271.899994,268.149994,269.250000,228.066391,8572974
2018-06-12,269.299988,274.600006,269.250000,270.250000,228.913422,8449515
2018-06-13,271.500000,271.799988,267.200012,267.850006,226.880524,7817856
2018-06-14,266.500000,268.899994,266.000000,267.250000,226.372299,9169601
2018-06-15,267.500000,267.750000,263.600006,264.500000,224.042938,10814596
2018-06-18,264.450012,265.500000,263.500000,264.549988,224.085281,6281093
2018-06-19,264.899994,267.149994,262.649994,266.049988,225.355835,7336092
2018-06-20,266.450012,267.000000,263.049988,263.750000,223.407654,9540207
2018-06-21,264.399994,264.799988,260.399994,260.850006,220.951248,7137481
2018-06-22,260.549988,266.799988,260.000000,265.149994,224.593491,16820667
2018-06-25,265.149994,265.399994,259.750000,262.600006,222.433548,13617718
2018-06-26,262.450012,266.149994,262.149994,264.799988,224.297043,10087090
2018-06-27,264.899994,265.000000,261.500000,262.750000,222.560577,10036967
2018-06-28,262.000000,264.000000,259.000000,260.500000,220.654770,14637010
2018-06-29,261.799988,267.549988,260.299988,266.200012,225.482910,10907020
2018-07-02,267.000000,267.100006,260.049988,263.049988,222.814713,18097981
2018-07-03,263.500000,266.750000,261.149994,265.450012,224.847656,10385004
2018-07-04,266.299988,266.299988,262.200012,264.399994,223.958191,7881279
2018-07-05,264.600006,273.799988,263.500000,272.500000,230.819275,15473199
2018-07-06,272.750000,274.750000,270.149994,272.649994,230.946335,12936762
2018-07-09,275.000000,276.000000,272.200012,274.399994,232.428650,9782072
2018-07-10,275.500000,277.500000,273.100006,277.049988,234.673309,11486223
2018-07-11,276.850006,280.299988,273.750000,275.750000,233.572159,11362662
2018-07-12,275.750000,278.149994,273.299988,277.200012,234.800369,9902834
2018-07-13,278.000000,278.299988,269.200012,270.399994,229.040466,18590126
2018-07-16,270.299988,273.299988,269.700012,271.600006,230.056946,10281018
2018-07-17,271.049988,273.000000,269.299988,269.850006,228.574646,10033333
2018-07-18,271.100006,271.299988,267.600006,268.549988,227.473450,7050253
2018-07-19,268.899994,274.600006,266.250000,273.299988,231.496902,8956760
2018-07-20,273.250000,274.799988,270.649994,274.000000,232.089828,6572535
2018-07-23,279.500000,286.649994,277.149994,284.149994,240.687302,26056261
2018-07-24,284.500000,287.000000,283.549988,285.649994,241.957886,12111542
2018-07-25,284.250000,286.950012,283.200012,286.149994,242.381409,13301823
2018-07-26,287.000000,291.149994,284.200012,287.200012,243.270813,20698478
2018-07-27,300.000000,307.149994,295.000000,302.549988,256.272888,75862167
2018-07-30,302.000000,303.600006,300.000000,301.049988,255.002319,17080727
2018-07-31,300.750000,301.350006,295.549988,297.700012,252.164764,14563274
2018-08-01,298.049988,302.950012,296.100006,301.600006,255.468262,14624672
2018-08-02,300.500000,303.500000,297.299988,299.200012,253.435303,9847568
2018-08-03,300.000000,305.399994,298.149994,303.950012,257.458771,12470372
2018-08-06,305.000000,306.899994,300.000000,301.799988,255.637619,7683950
2018-08-07,302.950012,304.200012,299.750000,301.100006,255.044724,7188627
2018-08-08,300.250000,302.399994,300.000000,300.950012,254.917648,6442258
2018-08-09,301.750000,304.600006,300.049988,302.500000,256.230560,9221385
2018-08-10,302.000000,306.899994,301.149994,304.799988,258.178772,14777932
2018-08-13,304.000000,307.799988,303.149994,305.950012,259.152893,9957591
2018-08-14,307.000000,310.200012,306.850006,307.899994,260.804596,12315926
2018-08-16,307.899994,308.500000,305.100006,307.450012,260.423431,18674289
2018-08-17,307.799988,315.299988,307.799988,313.750000,265.759827,25413745
2018-08-20,314.200012,315.000000,311.299988,313.299988,265.378632,19218118
2018-08-21,314.500000,317.000000,312.000000,312.899994,265.039795,13618791
2018-08-23,314.000000,316.399994,307.350006,312.000000,264.277466,11309613
2018-08-24,311.000000,312.000000,307.000000,310.399994,262.922241,5445848
2018-08-27,311.200012,314.850006,310.500000,313.399994,265.463348,5278766
2018-08-28,314.000000,315.799988,311.000000,311.649994,263.981018,6609740
2018-08-29,311.700012,315.450012,310.000000,312.799988,264.955109,10349504
2018-08-30,313.500000,320.600006,313.500000,319.850006,270.926788,24973007
2018-08-31,322.000000,322.600006,317.200012,319.850006,270.926788,18084699
2018-09-03,322.950012,322.950012,311.049988,313.200012,265.293915,9112998
2018-09-04,312.000000,312.200012,307.000000,309.600006,262.244568,11184441
2018-09-05,310.399994,314.450012,309.250000,310.250000,262.795135,10139205
2018-09-06,311.399994,311.750000,308.049988,310.799988,263.261017,7609714
2018-09-07,311.600006,313.200012,308.100006,310.450012,262.964569,7188478
2018-09-10,310.200012,310.750000,305.549988,306.549988,259.661072,9635849
2018-09-11,306.649994,306.750000,295.549988,297.200012,251.741257,26006624
2018-09-12,297.750000,307.600006,295.399994,306.799988,259.872864,19423600
2018-09-14,307.000000,308.649994,305.049988,307.149994,260.169281,12823479
2018-09-17,305.000000,306.100006,301.500000,302.000000,255.807068,5825628
2018-09-18,302.200012,304.899994,299.299988,303.250000,256.865845,8199623
2018-09-19,304.500000,305.649994,298.000000,299.649994,253.816498,6150336
2018-09-21,300.399994,306.600006,300.399994,303.950012,257.458771,16337218
2018-09-24,305.000000,306.350006,292.500000,297.950012,252.376526,14452668
2018-09-25,296.899994,302.350006,292.350006,301.149994,255.087067,13273933
2018-09-26,303.000000,303.000000,289.750000,293.149994,248.310715,19891787
2018-09-27,293.500000,295.100006,289.500000,293.299988,248.437759,12084852
2018-09-28,295.000000,300.000000,291.799988,297.750000,252.207138,24606864
2018-10-01,300.850006,302.950012,293.399994,297.100006,251.656525,9025533
2018-10-03,297.000000,300.000000,294.649994,295.200012,250.047195,7570160
2018-10-04,293.850006,295.700012,285.149994,287.100006,243.186096,8105763
2018-10-05,285.500000,286.000000,275.100006,276.500000,234.207443,17622969
2018-10-08,279.000000,279.399994,269.149994,273.200012,231.412231,16430487
2018-10-09,275.500000,275.500000,267.750000,268.500000,227.431091,10540674
2018-10-10,269.899994,271.149994,267.200012,270.100006,228.786362,11479650
2018-10-11,265.000000,269.299988,263.649994,265.200012,224.635880,10609934
2018-10-12,267.500000,277.649994,267.299988,275.200012,233.106293,13425871
2018-10-15,278.950012,283.600006,276.000000,282.500000,239.289688,17933322
2018-10-16,283.000000,283.750000,276.350006,282.649994,239.416718,11867994
2018-10-17,283.899994,291.649994,281.549988,286.450012,242.635513,15307324
2018-10-19,285.000000,291.549988,284.750000,289.450012,245.176697,8032126
2018-10-22,292.000000,293.100006,287.299988,288.500000,244.371964,12484871
2018-10-23,286.000000,291.200012,283.549988,286.000000,242.254364,10843970
2018-10-24,288.700012,289.649994,286.350006,287.750000,243.736664,8690022
2018-10-25,286.000000,289.500000,284.500000,287.549988,243.567276,9584217
2018-10-26,289.700012,289.799988,276.000000,280.899994,237.934433,21475541
2018-10-29,281.899994,285.250000,278.950012,283.500000,240.136749,11342580
2018-10-30,283.250000,283.850006,278.000000,278.950012,236.282700,6847149
2018-10-31,279.549988,281.000000,272.850006,280.100006,237.256821,13501859
2018-11-01,280.000000,281.799988,274.799988,277.399994,234.969788,9452718
2018-11-02,278.299988,285.950012,278.299988,283.250000,239.924973,11644681
2018-11-05,285.250000,285.250000,278.399994,279.600006,236.833267,7381232
2018-11-06,281.100006,281.850006,276.100006,277.299988,234.885056,9766345
2018-11-07,281.000000,281.000000,278.799988,280.049988,237.214432,957139
2018-11-09,279.000000,279.700012,275.899994,277.250000,234.842728,15034793
2018-11-12,277.799988,278.200012,273.250000,273.850006,231.962784,7047500
2018-11-13,273.950012,277.899994,273.149994,276.850006,234.503906,6700755
2018-11-14,278.100006,278.399994,274.649994,276.450012,234.165085,6915975
2018-11-15,276.850006,279.250000,273.500000,274.500000,232.513367,12153864
2018-11-16,275.799988,278.299988,275.250000,276.549988,234.249756,12635521
2018-11-19,277.350006,285.000000,276.500000,284.500000,240.983810,16720100
2018-11-20,285.000000,286.649994,281.799988,283.850006,240.433228,7796633
2018-11-21,284.500000,284.799988,280.000000,281.750000,238.654404,5650063
2018-11-22,282.000000,284.500000,279.600006,280.500000,237.595596,6680354
2018-11-26,281.250000,286.350006,280.700012,285.649994,241.957886,8948042
2018-11-27,286.100006,286.450012,282.799988,284.850006,241.280289,6881741
2018-11-28,285.399994,287.950012,280.799988,282.200012,239.035599,8856761
2018-11-29,283.649994,289.299988,283.450012,287.549988,243.567276,13657479
2018-11-30,289.500000,290.000000,284.799988,285.799988,242.084930,8639876
2018-12-03,287.250000,289.500000,282.549988,282.950012,239.670883,8565591
2018-12-04,281.000000,283.299988,280.950012,281.850006,238.739151,6305882
2018-12-05,281.000000,281.799988,274.200012,275.350006,233.233368,11453283
2018-12-06,274.500000,274.899994,271.500000,273.049988,231.285141,9682118
2018-12-07,274.950012,276.200012,273.299988,274.049988,232.132187,8103784
2018-12-10,272.000000,272.299988,269.149994,270.450012,229.082840,6683094
2018-12-11,268.399994,276.049988,268.200012,274.700012,232.682785,10238800
2018-12-12,275.700012,277.700012,272.600006,276.049988,233.826309,10084682
2018-12-13,279.000000,279.399994,273.500000,275.299988,233.190994,15821425
2018-12-14,274.350006,277.250000,273.899994,275.750000,233.572159,8594764
2018-12-17,277.000000,281.399994,275.899994,279.850006,237.045044,12232198
2018-12-18,279.049988,280.600006,277.000000,278.149994,235.605042,8832786
2018-12-19,279.000000,284.000000,278.500000,283.450012,240.094421,13133469
2018-12-20,281.000000,284.399994,281.000000,282.649994,239.416718,4964496
2018-12-21,283.000000,284.000000,276.049988,276.750000,234.419235,6816618
2018-12-24,278.850006,280.700012,275.250000,276.000000,233.783936,8540575
2018-12-26,276.350006,278.799988,274.799988,276.649994,234.334488,8494118
2018-12-27,279.000000,281.649994,277.299988,280.750000,237.807388,11441104
2018-12-28,279.149994,284.000000,279.149994,282.250000,239.077942,13194286
2018-12-31,282.799988,283.850006,281.100006,281.649994,238.569717,5452405
2019-01-01,282.200012,283.549988,279.799988,282.700012,239.459106,2490548
2019-01-02,282.250000,283.250000,277.549988,280.600006,237.680344,9934187
2019-01-03,280.600006,282.450012,277.750000,278.850006,236.197968,6114946
2019-01-04,279.149994,282.950012,279.149994,280.950012,237.976776,7805148
2019-01-07,284.299988,285.250000,281.000000,281.649994,238.569717,9757529
2019-01-08,282.000000,285.500000,281.350006,284.250000,240.772003,7480522
2019-01-09,285.600006,291.700012,284.600006,290.399994,245.981293,12182118
2019-01-10,290.750000,293.700012,288.899994,289.600006,245.303726,10288580
2019-01-11,291.899994,296.000000,291.500000,295.350006,250.174240,16773035
2019-01-14,294.500000,294.799988,290.000000,294.299988,249.284851,6400147
2019-01-15,295.250000,297.399994,294.000000,296.549988,251.190613,7213165
2019-01-16,296.000000,296.549988,291.700012,294.049988,249.073059,7784035
2019-01-17,294.100006,295.600006,290.149994,293.950012,248.988358,10601100
2019-01-18,293.250000,295.100006,290.649994,291.450012,246.870743,10994807
2019-01-21,292.850006,293.200012,288.700012,289.899994,245.557846,8203333
2019-01-22,289.850006,291.000000,285.149994,289.750000,245.430771,10329563
2019-01-23,291.500000,294.399994,275.000000,277.299988,234.885056,40188183
2019-01-24,279.299988,283.350006,277.850006,278.899994,236.240326,28026449
2019-01-25,280.000000,282.700012,278.500000,279.200012,236.494476,8897906
2019-01-28,278.899994,279.450012,274.200012,274.750000,232.725098,8992136
2019-01-29,275.299988,279.000000,274.750000,278.450012,235.859207,6998389
2019-01-30,280.100006,280.200012,274.200012,275.500000,233.360413,10449713
2019-01-31,276.500000,279.600006,273.600006,278.649994,236.028595,15346406
2019-02-01,280.649994,285.200012,279.100006,280.850006,237.892075,18353829
2019-02-04,281.899994,281.899994,276.049988,277.100006,234.715698,6056619
2019-02-05,277.350006,277.799988,272.500000,274.149994,232.216873,9827060
2019-02-06,275.000000,278.399994,274.549988,277.700012,235.223923,8097580
2019-02-07,277.899994,281.000000,277.000000,280.299988,237.426193,5947966
2019-02-08,279.500000,281.200012,274.600006,275.500000,233.360413,4405887
2019-02-11,275.799988,278.200012,268.450012,277.100006,234.715698,9952322
2019-02-12,277.049988,280.500000,274.600006,275.299988,233.190994,7341352
2019-02-14,277.000000,280.200012,277.000000,277.899994,235.393280,9993785
